,pub_id,category1,category2,category3,category4,category5,category6,category7,category8,category9,category10,Max,Max_index
74,4259,0.020833333,0.395833333,0.201388889,0.006944444,0.020833333,0.076388889,0.145833333,0.006944444,0.006944444,0.118055556,0.395833333,2
75,4260,0.006944444,0.034722222,0.104166667,0.131944444,0.006944444,0.451388889,0.006944444,0.173611111,0.034722222,0.048611111,0.451388889,6
76,4261,0.004672897,0.11682243,0.014018692,0.070093458,0.023364486,0.154205607,0.341121495,0.135514019,0.060747664,0.079439252,0.341121495,7
77,4262,0.15234375,0.10546875,0.00390625,0.01171875,0.07421875,0.02734375,0.00390625,0.00390625,0.01953125,0.59765625,0.59765625,10
78,4263,0.048076923,0.028846154,0.125,0.009615385,0.125,0.028846154,0.028846154,0.490384615,0.067307692,0.048076923,0.490384615,8
79,4264,0.003846154,0.003846154,0.003846154,0.196153846,0.503846154,0.25,0.003846154,0.019230769,0.011538462,0.003846154,0.503846154,5
80,4265,0.373015873,0.071428571,0.055555556,0.03968254,0.03968254,0.023809524,0.103174603,0.007936508,0.134920635,0.150793651,0.373015873,1
81,4266,0.058139535,0.011627907,0.151162791,0.011627907,0.081395349,0.058139535,0.058139535,0.244186047,0.034883721,0.290697674,0.290697674,10
82,4267,0.060344828,0.198275862,0.215517241,0.060344828,0.077586207,0.267241379,0.043103448,0.00862069,0.060344828,0.00862069,0.267241379,6
83,4268,0.008333333,0.008333333,0.008333333,0.225,0.008333333,0.008333333,0.125,0.008333333,0.408333333,0.191666667,0.408333333,9
84,4269,0.011363636,0.011363636,0.079545455,0.056818182,0.443181818,0.284090909,0.011363636,0.079545455,0.011363636,0.011363636,0.443181818,5
85,4270,0.006024096,0.018072289,0.28313253,0.174698795,0.018072289,0.006024096,0.186746988,0.018072289,0.006024096,0.28313253,0.28313253,3
86,4271,0.125,0.125,0.190217391,0.038043478,0.027173913,0.016304348,0.070652174,0.005434783,0.39673913,0.005434783,0.39673913,9
87,4272,0.013157895,0.618421053,0.223684211,0.065789474,0.013157895,0.013157895,0.013157895,0.013157895,0.013157895,0.013157895,0.618421053,2
88,4273,0.144230769,0.048076923,0.009615385,0.009615385,0.009615385,0.163461538,0.086538462,0.048076923,0.413461538,0.067307692,0.413461538,9
89,4274,0.013513514,0.013513514,0.094594595,0.094594595,0.067567568,0.013513514,0.148648649,0.337837838,0.040540541,0.175675676,0.337837838,8
90,4275,0.004,0.26,0.196,0.068,0.236,0.004,0.148,0.004,0.076,0.004,0.26,2
91,4276,0.006493506,0.006493506,0.032467532,0.006493506,0.006493506,0.837662338,0.006493506,0.071428571,0.019480519,0.006493506,0.837662338,6
92,4277,0.007692308,0.007692308,0.176923077,0.007692308,0.238461538,0.007692308,0.053846154,0.007692308,0.484615385,0.007692308,0.484615385,9
93,4279,0.005747126,0.132183908,0.109195402,0.005747126,0.17816092,0.005747126,0.005747126,0.005747126,0.028735632,0.522988506,0.522988506,10
94,4280,0.003968254,0.01984127,0.01984127,0.583333333,0.035714286,0.242063492,0.003968254,0.027777778,0.05952381,0.003968254,0.583333333,4
95,4281,0.036585366,0.280487805,0.158536585,0.012195122,0.012195122,0.06097561,0.109756098,0.256097561,0.036585366,0.036585366,0.280487805,2
96,4282,0.008064516,0.056451613,0.185483871,0.040322581,0.008064516,0.153225806,0.024193548,0.008064516,0.233870968,0.282258065,0.282258065,10
97,4283,0.213178295,0.251937984,0.011627907,0.003875969,0.065891473,0.042635659,0.019379845,0.042635659,0.259689922,0.089147287,0.259689922,9
98,4284,0.013636364,0.059090909,0.086363636,0.404545455,0.004545455,0.004545455,0.004545455,0.35,0.068181818,0.004545455,0.404545455,4
99,4285,0.155913978,0.231182796,0.048387097,0.016129032,0.220430108,0.037634409,0.112903226,0.166666667,0.005376344,0.005376344,0.231182796,2
100,4286,0.005813953,0.156976744,0.203488372,0.01744186,0.110465116,0.029069767,0.063953488,0.005813953,0.36627907,0.040697674,0.36627907,9
101,4287,0.258865248,0.081560284,0.102836879,0.010638298,0.067375887,0.003546099,0.003546099,0.003546099,0.464539007,0.003546099,0.464539007,9
102,4288,0.009433962,0.009433962,0.028301887,0.141509434,0.575471698,0.009433962,0.08490566,0.009433962,0.103773585,0.028301887,0.575471698,5
103,4289,0.035714286,0.021428571,0.35,0.107142857,0.007142857,0.007142857,0.107142857,0.021428571,0.164285714,0.178571429,0.35,3
104,4290,0.01744186,0.01744186,0.180232558,0.005813953,0.063953488,0.656976744,0.005813953,0.005813953,0.01744186,0.029069767,0.656976744,6
105,4291,0.016483516,0.06043956,0.148351648,0.148351648,0.291208791,0.071428571,0.005494505,0.082417582,0.115384615,0.06043956,0.291208791,5
106,4292,0.072580645,0.153225806,0.201612903,0.008064516,0.153225806,0.346774194,0.008064516,0.024193548,0.024193548,0.008064516,0.346774194,6
107,4293,0.005952381,0.208333333,0.029761905,0.005952381,0.06547619,0.029761905,0.029761905,0.470238095,0.005952381,0.148809524,0.470238095,8
108,4294,0.073529412,0.034313725,0.044117647,0.102941176,0.004901961,0.073529412,0.024509804,0.514705882,0.12254902,0.004901961,0.514705882,8
109,4295,0.011111111,0.144444444,0.166666667,0.033333333,0.011111111,0.011111111,0.122222222,0.011111111,0.366666667,0.122222222,0.366666667,9
110,4296,0.024752475,0.53960396,0.004950495,0.004950495,0.044554455,0.044554455,0.014851485,0.004950495,0.212871287,0.103960396,0.53960396,2
111,4297,0.023809524,0.004761905,0.566666667,0.033333333,0.023809524,0.071428571,0.014285714,0.004761905,0.233333333,0.023809524,0.566666667,3
112,4298,0.020661157,0.136363636,0.08677686,0.23553719,0.020661157,0.053719008,0.103305785,0.095041322,0.004132231,0.243801653,0.243801653,10
113,4299,0.005434783,0.505434783,0.14673913,0.016304348,0.038043478,0.157608696,0.005434783,0.016304348,0.016304348,0.092391304,0.505434783,2
114,4300,0.004273504,0.004273504,0.260683761,0.021367521,0.243589744,0.38034188,0.004273504,0.004273504,0.047008547,0.02991453,0.38034188,6
115,4301,0.361111111,0.157407407,0.027777778,0.101851852,0.157407407,0.027777778,0.083333333,0.009259259,0.009259259,0.064814815,0.361111111,1
116,4302,0.034722222,0.076388889,0.145833333,0.006944444,0.1875,0.423611111,0.048611111,0.034722222,0.034722222,0.006944444,0.423611111,6
117,4303,0.044303797,0.044303797,0.044303797,0.32278481,0.132911392,0.03164557,0.056962025,0.310126582,0.006329114,0.006329114,0.32278481,4
118,4304,0.040983607,0.073770492,0.139344262,0.024590164,0.008196721,0.008196721,0.057377049,0.040983607,0.352459016,0.254098361,0.352459016,9
119,4305,0.032608696,0.010869565,0.010869565,0.22826087,0.032608696,0.032608696,0.032608696,0.554347826,0.032608696,0.032608696,0.554347826,8
120,4306,0.042372881,0.008474576,0.008474576,0.059322034,0.296610169,0.127118644,0.042372881,0.008474576,0.398305085,0.008474576,0.398305085,9
121,4307,0.004347826,0.02173913,0.02173913,0.004347826,0.256521739,0.160869565,0.352173913,0.004347826,0.065217391,0.108695652,0.352173913,7
122,4308,0.176923077,0.007692308,0.238461538,0.007692308,0.1,0.038461538,0.1,0.038461538,0.269230769,0.023076923,0.269230769,9
123,4309,0.006493506,0.006493506,0.045454545,0.097402597,0.201298701,0.006493506,0.006493506,0.019480519,0.603896104,0.006493506,0.603896104,9
124,4310,0.004901961,0.014705882,0.014705882,0.053921569,0.034313725,0.848039216,0.004901961,0.004901961,0.004901961,0.014705882,0.848039216,6
125,4311,0.028735632,0.086206897,0.005747126,0.132183908,0.005747126,0.281609195,0.109195402,0.028735632,0.097701149,0.224137931,0.281609195,6
126,4312,0.010416667,0.21875,0.09375,0.052083333,0.010416667,0.010416667,0.15625,0.010416667,0.427083333,0.010416667,0.427083333,9
127,4313,0.092592593,0.080246914,0.228395062,0.117283951,0.314814815,0.00617284,0.030864198,0.018518519,0.080246914,0.030864198,0.314814815,5
128,4314,0.028735632,0.109195402,0.201149425,0.408045977,0.017241379,0.097701149,0.017241379,0.017241379,0.097701149,0.005747126,0.408045977,4
129,4315,0.029411765,0.017647059,0.1,0.005882353,0.723529412,0.005882353,0.064705882,0.017647059,0.005882353,0.029411765,0.723529412,5
130,4316,0.119565217,0.032608696,0.076086957,0.003623188,0.047101449,0.010869565,0.373188406,0.126811594,0.076086957,0.134057971,0.373188406,7
131,4317,0.006578947,0.006578947,0.006578947,0.138157895,0.256578947,0.269736842,0.125,0.098684211,0.072368421,0.019736842,0.269736842,6
132,4318,0.127192982,0.25877193,0.083333333,0.048245614,0.021929825,0.004385965,0.223684211,0.100877193,0.127192982,0.004385965,0.25877193,2
133,4319,0.110294118,0.183823529,0.080882353,0.036764706,0.007352941,0.007352941,0.375,0.036764706,0.022058824,0.139705882,0.375,7
134,4320,0.040229885,0.270114943,0.086206897,0.086206897,0.304597701,0.017241379,0.005747126,0.017241379,0.155172414,0.017241379,0.304597701,5
135,4321,0.003731343,0.018656716,0.27238806,0.070895522,0.085820896,0.51119403,0.003731343,0.003731343,0.026119403,0.003731343,0.51119403,6
136,4322,0.007142857,0.007142857,0.264285714,0.307142857,0.107142857,0.05,0.064285714,0.078571429,0.078571429,0.035714286,0.307142857,4
137,4323,0.022058824,0.345588235,0.169117647,0.007352941,0.080882353,0.095588235,0.110294118,0.022058824,0.066176471,0.080882353,0.345588235,2
138,4325,0.051136364,0.232954545,0.176136364,0.028409091,0.085227273,0.005681818,0.323863636,0.005681818,0.005681818,0.085227273,0.323863636,7
139,4326,0.036912752,0.184563758,0.17114094,0.003355705,0.003355705,0.016778523,0.036912752,0.023489933,0.016778523,0.506711409,0.506711409,10
140,4327,0.05,0.064285714,0.078571429,0.221428571,0.364285714,0.007142857,0.178571429,0.007142857,0.021428571,0.007142857,0.364285714,5
141,4328,0.013513514,0.040540541,0.076576577,0.076576577,0.581081081,0.148648649,0.004504505,0.004504505,0.013513514,0.040540541,0.581081081,5
142,4329,0.030487805,0.213414634,0.054878049,0.042682927,0.030487805,0.030487805,0.262195122,0.018292683,0.006097561,0.31097561,0.31097561,10
143,4330,0.095,0.045,0.135,0.005,0.075,0.015,0.075,0.005,0.285,0.265,0.285,9
144,4331,0.217741935,0.233870968,0.185483871,0.008064516,0.024193548,0.008064516,0.169354839,0.008064516,0.137096774,0.008064516,0.233870968,2
145,4332,0.005319149,0.069148936,0.10106383,0.186170213,0.505319149,0.058510638,0.005319149,0.005319149,0.037234043,0.026595745,0.505319149,5
146,4334,0.1,0.323529412,0.005882353,0.017647059,0.111764706,0.005882353,0.005882353,0.005882353,0.076470588,0.347058824,0.347058824,10
147,4335,0.005882353,0.005882353,0.217647059,0.017647059,0.041176471,0.523529412,0.029411765,0.111764706,0.029411765,0.017647059,0.523529412,6
148,4336,0.009259259,0.009259259,0.25,0.046296296,0.101851852,0.027777778,0.324074074,0.009259259,0.212962963,0.009259259,0.324074074,7
149,4337,0.080188679,0.070754717,0.117924528,0.410377358,0.014150943,0.04245283,0.023584906,0.051886792,0.136792453,0.051886792,0.410377358,4
150,4338,0.088983051,0.004237288,0.012711864,0.004237288,0.038135593,0.461864407,0.004237288,0.25,0.080508475,0.055084746,0.461864407,6
151,4339,0.05952381,0.011904762,0.075396825,0.067460317,0.011904762,0.091269841,0.123015873,0.083333333,0.003968254,0.472222222,0.472222222,10
152,4340,0.059090909,0.013636364,0.159090909,0.05,0.013636364,0.086363636,0.022727273,0.004545455,0.431818182,0.159090909,0.431818182,9
153,4341,0.091836735,0.275510204,0.010204082,0.091836735,0.091836735,0.051020408,0.255102041,0.010204082,0.112244898,0.010204082,0.275510204,2
154,4342,0.005617978,0.028089888,0.106741573,0.028089888,0.54494382,0.129213483,0.073033708,0.005617978,0.005617978,0.073033708,0.54494382,5
155,4343,0.00617284,0.12962963,0.043209877,0.030864198,0.351851852,0.00617284,0.043209877,0.067901235,0.067901235,0.25308642,0.351851852,5
156,4344,0.036290323,0.02016129,0.02016129,0.108870968,0.125,0.608870968,0.012096774,0.02016129,0.044354839,0.004032258,0.608870968,6
157,4345,0.007042254,0.007042254,0.26056338,0.007042254,0.007042254,0.091549296,0.007042254,0.021126761,0.161971831,0.429577465,0.429577465,10
158,4346,0.012096774,0.012096774,0.068548387,0.076612903,0.092741935,0.673387097,0.004032258,0.052419355,0.004032258,0.004032258,0.673387097,6
159,4347,0.364285714,0.064285714,0.007142857,0.092857143,0.007142857,0.007142857,0.035714286,0.064285714,0.264285714,0.092857143,0.364285714,1
160,4348,0.035353535,0.207070707,0.106060606,0.156565657,0.277777778,0.005050505,0.116161616,0.045454545,0.035353535,0.015151515,0.277777778,5
161,4350,0.207070707,0.085858586,0.005050505,0.217171717,0.005050505,0.025252525,0.085858586,0.297979798,0.035353535,0.035353535,0.297979798,8
162,4351,0.088028169,0.01056338,0.052816901,0.003521127,0.024647887,0.573943662,0.045774648,0.01056338,0.01056338,0.179577465,0.573943662,6
163,4352,0.013636364,0.686363636,0.15,0.004545455,0.004545455,0.004545455,0.013636364,0.022727273,0.031818182,0.068181818,0.686363636,2
164,4353,0.011627907,0.244186047,0.220930233,0.011627907,0.011627907,0.034883721,0.011627907,0.127906977,0.151162791,0.174418605,0.244186047,2
165,4354,0.163793103,0.163793103,0.181034483,0.00862069,0.00862069,0.336206897,0.00862069,0.00862069,0.112068966,0.00862069,0.336206897,6
166,4355,0.007462687,0.111940299,0.052238806,0.111940299,0.007462687,0.007462687,0.126865672,0.440298507,0.007462687,0.126865672,0.440298507,8
167,4356,0.010416667,0.072916667,0.15625,0.010416667,0.59375,0.010416667,0.010416667,0.03125,0.010416667,0.09375,0.59375,5
168,4357,0.395,0.105,0.045,0.025,0.005,0.085,0.105,0.005,0.225,0.005,0.395,1
169,4358,0.011278195,0.04887218,0.093984962,0.131578947,0.154135338,0.372180451,0.003759398,0.003759398,0.018796992,0.161654135,0.372180451,6
170,4359,0.159722222,0.0625,0.173611111,0.3125,0.104166667,0.006944444,0.020833333,0.090277778,0.006944444,0.0625,0.3125,4
171,4360,0.005617978,0.005617978,0.061797753,0.297752809,0.376404494,0.005617978,0.151685393,0.005617978,0.061797753,0.028089888,0.376404494,5
172,4361,0.012195122,0.012195122,0.256097561,0.158536585,0.158536585,0.036585366,0.182926829,0.109756098,0.036585366,0.036585366,0.256097561,3
173,4363,0.256493506,0.00974026,0.00974026,0.016233766,0.340909091,0.113636364,0.061688312,0.003246753,0.029220779,0.159090909,0.340909091,5
174,4364,0.004032258,0.084677419,0.012096774,0.116935484,0.608870968,0.044354839,0.052419355,0.012096774,0.028225806,0.036290323,0.608870968,5
175,4365,0.082089552,0.171641791,0.02238806,0.097014925,0.007462687,0.007462687,0.097014925,0.007462687,0.037313433,0.470149254,0.470149254,10
176,4366,0.125,0.011363636,0.102272727,0.125,0.170454545,0.011363636,0.215909091,0.011363636,0.170454545,0.056818182,0.215909091,7
177,4367,0.101092896,0.046448087,0.008196721,0.00273224,0.013661202,0.150273224,0.019125683,0.243169399,0.040983607,0.37431694,0.37431694,10
178,4368,0.009433962,0.028301887,0.216981132,0.08490566,0.5,0.066037736,0.066037736,0.009433962,0.009433962,0.009433962,0.5,5
179,4369,0.045,0.005,0.005,0.375,0.005,0.295,0.005,0.245,0.005,0.015,0.375,4
180,4370,0.00617284,0.067901235,0.104938272,0.00617284,0.141975309,0.055555556,0.00617284,0.030864198,0.104938272,0.475308642,0.475308642,10
181,4371,0.004032258,0.068548387,0.028225806,0.012096774,0.044354839,0.076612903,0.366935484,0.391129032,0.004032258,0.004032258,0.391129032,8
182,4372,0.09047619,0.014285714,0.004761905,0.014285714,0.242857143,0.576190476,0.004761905,0.023809524,0.014285714,0.014285714,0.576190476,6
183,4373,0.017045455,0.051136364,0.005681818,0.142045455,0.039772727,0.505681818,0.005681818,0.119318182,0.107954545,0.005681818,0.505681818,6
184,4374,0.02,0.326666667,0.06,0.06,0.006666667,0.126666667,0.166666667,0.006666667,0.06,0.166666667,0.326666667,2
185,4375,0.069105691,0.142276423,0.158536585,0.109756098,0.182926829,0.004065041,0.12601626,0.004065041,0.077235772,0.12601626,0.182926829,5
186,4376,0.04076087,0.073369565,0.067934783,0.149456522,0.019021739,0.247282609,0.035326087,0.20923913,0.067934783,0.089673913,0.247282609,6
187,4377,0.045454545,0.11038961,0.058441558,0.006493506,0.097402597,0.032467532,0.525974026,0.019480519,0.084415584,0.019480519,0.525974026,7
188,4378,0.074468085,0.521276596,0.095744681,0.010638298,0.010638298,0.010638298,0.138297872,0.053191489,0.074468085,0.010638298,0.521276596,2
189,4379,0.071428571,0.084415584,0.11038961,0.11038961,0.292207792,0.006493506,0.006493506,0.006493506,0.019480519,0.292207792,0.292207792,5
190,4380,0.151162791,0.011627907,0.081395349,0.011627907,0.360465116,0.011627907,0.058139535,0.011627907,0.151162791,0.151162791,0.360465116,5
191,4381,0.11875,0.25625,0.04375,0.01875,0.00625,0.00625,0.11875,0.04375,0.10625,0.28125,0.28125,10
192,4382,0.237903226,0.254032258,0.02016129,0.076612903,0.028225806,0.012096774,0.213709677,0.141129032,0.012096774,0.004032258,0.254032258,2
193,4383,0.172131148,0.401639344,0.008196721,0.090163934,0.008196721,0.073770492,0.008196721,0.008196721,0.008196721,0.221311475,0.401639344,2
